facility_name,address,ward_name,lng,lat,exec_start,reception,workday,remark
生駒医院,西区東久保町35-20,横浜市西区,139.60556,35.44722,開始済,045-231-5921,平日10時～12時　15時～17時,
横浜東口　中村クリニック,西区平沼1-2-23 中村ビル1F,横浜市西区,139.62114,35.461166,開始済,045-534-8590,平日10時から12時まで,接種は金曜日午後を予定、日時は当院から指定いたします。
いちの内科クリニック,西区平沼１－２－１２,横浜市西区,139.62114,35.461166,開始済,045-314-1125,水曜日を除く平日午前10時から午後0時まで,接種は午前11時30分から午後0時30分で実施しています。
平沼橋こどもみらいクリニック,西区平沼2-3-1-102,横浜市西区,139.617157,35.458855,開始済,https://mira-kuri.com/,WEB予約での対応となります。お電話でのご予約は不可。,ワクチンの予約はHP上で順次更新されますのでご確認ください。
コンフォート横浜クリニック,西区平沼2-8-25,横浜市西区,139.616272,35.45853,開始済,045-620-2870,火曜～金曜 10時～16時30分（祝日、夏季休業期間等除く）,接種受付時間　8時45分～9時30分
中島整形外科,西区藤棚町1－120,横浜市西区,139.611649,35.451241,開始済,045-243-6651,木曜日を除く平日14時半から18時,
香取耳鼻咽喉科,西区藤棚町１－９５－１－１０１,横浜市西区,139.61203,35.450855,開始済,045-350-8741,月火水金9:30～12:30、15:00～18:30 ,土9：30～14：00も予約可　予約は電話のみ
富田内科クリニック,西区藤棚町１－５８－６,横浜市西区,139.612686,35.450226,開始済,https://ssl.fdoc.jp/reserve/subjectlist/index/cid/x7807951?SITE_CODE=hp,ウェブでの予約のみです,接種は月・火・水・金曜日の17時から18時で実施しています。
みなとみらい内科クリニック,西区みなとみらい4-7-1　2階Ｇ,横浜市西区,139.630386,35.459442,開始済,045-641-0550,月～金　15:00～16:00,1回目と2回目は同時予約いたします。ご予約は電話のみです。
みなとみらい耳鼻咽喉科,西区みなとみらい４－７－１－２階,横浜市西区,139.630386,35.459442,開始済,045-640-4114,木曜日を除く平日16時から17時、土曜日12時から13時,
横浜エムエムクリニック,西区みなとみらい３－３－１　三菱重工横浜ビルショッピングプラザ3階,横浜市西区,139.629257,35.456848,開始済,https://select-type.com/rsv/?id=2i6WoAI-UFg,ワクチン入荷数が確定後、毎週木曜日に予約枠を公開,コロナワクチン専用ダイヤル　045-225-9227
医療法人社団アスクレピオス　ランドマーク横浜国際クリニック,西区みなとみらい２－２－１ランドマークプラザ1階,横浜市西区,139.631454,35.455093,開始済,045-224-2111,８：30-12：00・13：00-17：00木午後、日祝除く,接種券が届いたらご予約のお電話を下さい
MMテラスクリニック,西区みなとみらい4-6-2みなとみらいグランドセントラルタワー２F,横浜市西区,139.629257,35.458817,開始済,045-651-1113,平日10時から13時と15時から19時,
オーマイクリニック,西区南幸2丁目17-7 ヴェルディ横浜ビル5F,横浜市西区,139.616348,35.463909,44382,045-594-8885,月～木 11時~20時　　金～日：10時～19時,横浜駅前で、平日遅い時間や土日も対応しています！
三ツ沢ハイタウンクリニック,西区宮ヶ谷25-2三ツ沢ハイタウン1-111,横浜市西区,139.606369,35.467613,開始済,045-312-0290,月・水・金の13時~16時,接種は月・水・金14時~16時実施。小規模のため人数上限あり
横浜血管クリニック,"西区岡野1-14-1横浜メディカルセンタービル2階	",横浜市西区,139.614517,35.463871,開始済,080-7534-8880 ,金、日、祝日を除く9時から17時まで ,
徳井内科クリニック,西区北幸1-2-13-3F,横浜市西区,139.62027,35.467648,開始済,045-410-0355,平日１５時から１８時まで,接種は火～土実施しています
久保クリニック,西区北幸2-5-15　プレミア横浜西口ビル１F,横浜市西区,139.617355,35.467232,開始済,045-316-2555,９時半から12時半、１５時半から１８時半（土曜日午前のみ）,接種は平日は１５時半から、土曜日は13時から実施します
よこはまペインクリニック,西区北幸2-10-50  北幸山田ビル8階,横浜市西区,139.615295,35.465885,開始済,フォームでのみ受付　https://docs.google.com/forms/d/1vshvbSWGlmbHH2DK6z4ki8op1aZ1e25zBv4MwX6U3LQ/edit,午前8時から午後6時（土日祝可）,通院中の方優先。入力方法の問い合わせ:09022240130
前川メディカルクリニック,西区北幸１－１－８,横浜市西区,139.621597,35.467594,開始済,045-312-3615,平日１４時３０分から１７時まで,
松尾医院,西区北幸1-4-5　天理ビル5階,横浜市西区,139.619415,35.467247,開始済,045-311-4835,月・火・金の14時から17時まで,
よこはまペインクリニック,西区北幸2-10-50 北幸山田ビル8階,横浜市西区,139.615295,35.465885,開始済,https://docs.google.com/forms/d/1vshvbSWGlmbHH2DK6z4ki8op1aZ1e25zBv4MwX6U3LQ/edit　　,8時から18時（土日祝可）,問い合わせ先090-2224-0130（8-18時 土日祝可）
有馬医院,西区楠町27-2有馬ビル１階,横浜市西区,139.614426,35.467026,開始済,045-311-0410,月から土曜日午前１０時から１２時まで,接種は平日　月，火，水，金の１１時から１２時です．
医療法人社団　秀仁会　深作眼科,西区楠町5-1,横浜市西区,139.613617,35.466721,開始済,045-325-0068,平日 9時～16時まで,接種は月曜・水曜に実施しています。12時頃ご来院ください。
ながともクリニック,西区楠町7－1,横浜市西区,139.613098,35.465874,開始済,045-314-0063,月、水、金の13時から15時,
亀田病院,西区御所山町77番地,横浜市西区,139.623001,35.455288,開始済,070-1062-9515,月曜日～金曜日　14時～15時,当院ホームページにて予約可否状況を早期掲示予定です。
青木小児科医院,"西区境之谷73番地	045-231-4144	診療時間内	開始済	月、火、水の14時15分～15時で実施",横浜市西区,139.613541,35.445469,,,,
のげ内科・脳神経内科クリニック,中区花咲町2-66  桜木町駅前ビル6階,横浜市中区,139.629929,35.450394,開始済,045-251-7700,祝日を除く月・火・水・木・金・土の9時から12時まで,
相生２３クリニック,中区相生町1-3モア・グランド関内ビル1階,横浜市中区,139.639725,35.445957,開始済,045-222-7710,木曜日の昼間の部、日・祝日を除く　,土曜日、日・祝日の前日は、夜間の部の接種は行っておりません。
関内鈴木クリニック,中区相生町3-63-1-２F,横浜市中区,139.637436,35.446896,開始済,045-681-0056,月曜・金曜日の13:30から15:00,
よこはま港南診療所,中区池袋5番地,横浜市中区,139.648926,35.420589,開始済,045-622-8092,祝祭日・日曜日を除く8時30分から16時30分,
かめのはしクリニック,中区石川町3-108-1,横浜市中区,139.641342,35.437294,開始済,045-226-5544,水曜日を除く平日10時から１６時　予約専用電話のみで受付,来院での予約受付は行いません。現在７月中旬まで予約一杯です
岩田クリニック,中区伊勢佐木町5-129-14,横浜市中区,139.626907,35.439922,開始済,045-241-0668,木曜日を除く平日の12時から13時まで,
かとう内科クリニック,中区太田町５－６１－１,横浜市中区,139.635956,35.448311,開始済,045-640-5433,水曜日を除く平日15時から17時まで,接種は日曜午後2時～4時で行います
馬車道さくらクリニック,中区太田町6-73,横浜市中区,139.634598,35.449341,開始済,045-201-9510,平日9時から12時,接種は水13:15～14:30で日時を指定いたします。
関内サンドウ内科医院,中区尾上町2-18-1YSビル2F,横浜市中区,139.637421,35.445129,開始済,045-663-4045,木曜日を除く平日12：00から13：00まで,接種は　月9：30～、15：00～　火・金15：00 ～　　
雨宮クリニック,中区尾上町５－７６　明治屋尾上町ビル５F,横浜市中区,139.634537,35.446243,開始済,045-306-7799,月．火、水、金の午前１０時～１２時、午後１５時～１７時,接種は火、木、金の午前、午後に実施します。
関内いしだ整形外科・脊椎クリニック,中区尾上町3-28横浜国際ビル２階,横浜市中区,139.636368,35.445496,開始済,045-319-4061,診療受付時間（9：00～12：30、15：00～18：30）,月～金11：00～13：30
うえだメディカルクリニック,中区尾上町５丁目７１、２階,横浜市中区,139.634644,35.446724,開始済,045-263-6676,水曜日 13時30分から16時,接種は土曜日午後に行います。
陽の光クリニック,中区尾上町3-28横浜国際ビル3F,横浜市中区,139.636368,35.445496,開始済,045-641-8211,月・水曜日の９時～12時,接種は　木・金・土曜日で実施
秋山眼科医院,中区尾上町3-28,横浜市中区,139.636368,35.445496,開始済,ご来院のみ。当院5階カウンターにて,７月より、月曜日～木曜日10時から15時まで。,電話予約は受け付けておりません。
かねこ内科,中区柏葉33,横浜市中区,139.641037,35.431751,開始済,045-662-6262,木曜日・日曜日・祝日以外の１２時から１３時まで,
横浜市寿町健康福祉交流センター診療所,中区寿町4丁目14番地,横浜市中区,139.638031,35.438251,開始済,045-641-1278,平日　午前１０時から12時まで　午後２時から５時まで,寿地区住民の方を優先　電話にて仮予約
小笹医院,中区末吉町３－５６－５,横浜市中区,139.625122,35.439575,開始済,045-261-3616,日曜日を除く9時から12時と14時から15時,接種は原則、月曜日から金曜日の午後を予定しています。
関谷クリニック,中区滝之上１２８,横浜市中区,139.640396,35.420986,開始済,045-625-0765,月・火・金17:00～18:30、木10:30～11:30,接種は原則、月・火・金・土の10:30～11:30です
元町クリニック,中区竹之丸158-20,横浜市中区,139.642441,35.429657,開始済,045-662-0831,木曜日を除く平日14時から17時（土曜日は16時）まで,診療時間内に接種しています。
医療法人社団敬和会平松整形外科クリニック,中区千歳町１－２,横浜市中区,139.635025,35.437763,開始済,045-231-3318,火曜日　１４時から１５時まで,予約は、来院された方のみ受け付けています。
医療法人社団　臼井医院,中区千歳町1-2横浜THビル2階,横浜市中区,139.635025,35.437763,開始済,http://usuiclinic.web.fc2.com/,ネットもしくは専用電話のみ,詳しくはホームページをご覧ください
